expression	count	negative_avg	neutral_avg	positive_avg	contexts
1974	24	0.0854	0.8156	0.099	0, 3410, 3434, 11798, 15828, 15984, 16851, 22903, 24076, 28351, 28810, 28851, 39717, 39873, 50101, 50511, 67769, 74423, 108220, 108405, 119786, 119820, 127272, 133447
